link,category,title,abstract,keywords,ccs_concepts,author_names,author_affiliations,author_countries,,,,,,,
https://nips.cc/virtual/2023/poster/73690,Transparency & Explainability,"$\mathcal{M}^4$: A Unified XAI Benchmark for Faithfulness Evaluation of Feature Attribution Methods across Metrics, Modalities and Models","While Explainable Artificial Intelligence (XAI) techniques have been widely studied to explain predictions made by deep neural networks, the way to evaluate the faithfulness of explanation results remains challenging, due to the heterogeneity of explanations for various models and the lack of ground-truth explanations. This paper introduces an XAI benchmark named $\mathcal{M}^4$, which allows evaluating various input feature attribution methods using the same set of faithfulness metrics across multiple data modalities (images and texts) and network structures (ResNets, MobileNets, Transformers). A taxonomy for the metrics has been proposed as well. We first categorize commonly used XAI evaluation metrics into three groups based on the ground truth they require. We then implement classic and state-of-the-art feature attribution methods using InterpretDL and conduct extensive experiments to compare methods and gain insights. Extensive experiments have been conducted to provide holistic evaluations as benchmark baselines. Several interesting observations are noticed for designing attribution algorithms. The implementation of state-of-the-art explanation methods and evaluation metrics of $\mathcal{M}^4$ is publicly available at \url{https://github.com/PaddlePaddle/InterpretDL}.","['explanation', 'attribution', 'XAI', 'faithfulness evaluation', 'benchmark']",[],"['Xuhong Li', 'Mengnan Du', 'Jiamin Chen', 'Yekun Chai', 'Himabindu Lakkaraju', 'Haoyi Xiong']","['Baidu', 'New  Institute of Technology', 'Beijing University of Aeronautics and Astronautics', 'Baidu', 'Harvard University', 'Baidu']","[None, 'Jersey', None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/72697,Transparency & Explainability,Beyond Geometry: Comparing the Temporal Structure of Computation in Neural Circuits with Dynamical Similarity Analysis,"How can we tell whether two neural networks utilize the same internal processes for a particular computation? This question is pertinent for multiple subfields of neuroscience and machine learning, including neuroAI, mechanistic interpretability, and brain-machine interfaces. Standard approaches for comparing neural networks focus on the spatial geometry of latent states. Yet in recurrent networks, computations are implemented at the level of dynamics, and two networks performing the same computation with equivalent dynamics need not exhibit the same geometry. To bridge this gap, we introduce a novel similarity metric that compares two systems at the level of their dynamics, called Dynamical Similarity Analysis (DSA). Our method incorporates two components: Using recent advances in data-driven dynamical systems theory, we learn a high-dimensional linear system that accurately captures core features of the original nonlinear dynamics. Next, we compare different systems passed through this embedding using a novel extension of Procrustes Analysis that accounts for how vector fields change under orthogonal transformation. In four case studies, we demonstrate that our method disentangles conjugate and non-conjugate recurrent neural networks (RNNs), while geometric methods fall short. We additionally show that our method can distinguish learning rules in an unsupervised manner. Our method opens the door to comparative analyses of the essential temporal structure of computation in neural circuits.","['Computational Neuroscience', 'Neural Data Analysis', 'Statistical Shape Metrics', 'Representational Similarity Analysis', 'Recurrent Neural Networks', 'Dynamical Systems']",[],"['Mitchell Ostrow', 'Adam Joseph Eisen', 'Leo Kozachkov', 'Ila R Fiete']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'Massachusetts Institute of Technology']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71905,Transparency & Explainability,Explainable and Efficient Randomized Voting Rules,"With a rapid growth in the deployment of AI tools for making critical decisions (or aiding humans in doing so), there is a growing demand to be able to explain to the stakeholders how these tools arrive at a decision. Consequently, voting is frequently used to make such decisions due to its inherent explainability. Recent work suggests that using randomized (as opposed to deterministic) voting rules can lead to significant efficiency gains measured via the distortion framework. However, rules that use intricate randomization can often become too complex to explain to the stakeholders; losing explainability can eliminate the key advantage of voting over black-box AI tools, which may outweigh the efficiency gains. We study the efficiency gains which can be unlocked by using voting rules that add a simple randomization step to a deterministic rule, thereby retaining explainability. We focus on two such families of rules, randomized positional scoring rules and random committee member rules, and show, theoretically and empirically, that they indeed achieve explainability and efficiency simultaneously to some extent.","['explainability', 'efficiency', 'voting', 'distortion', 'randomized decision-making']",[],"['Soroush Ebadian', 'Aris Filos-Ratsikas', 'Nisarg Shah']","['Department of Computer Science, University of Toronto', 'University of Edinburgh, University of Edinburgh', 'University of Toronto']","[None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/70129,Transparency & Explainability,Dynamic Context Pruning for Efficient and Interpretable Autoregressive Transformers,"Autoregressive Transformers adopted in Large Language Models (LLMs) are hard to scale to long sequences. Despite several works trying to reduce their computational cost, most of LLMs still adopt attention layers between all pairs of tokens in the sequence, thus incurring a quadratic cost. In this study, we present a novel approach that dynamically prunes contextual information while preserving the model's expressiveness, resulting in reduced memory and computational requirements during inference. Our method employs a learnable mechanism that determines which uninformative tokens can be dropped from the context at any point across the generation process. By doing so, our approach not only addresses performance concerns but also enhances interpretability, providing valuable insight into the model's decision-making process. Our technique can be applied to existing pre-trained models through a straightforward fine-tuning process, and the pruning strength can be specified by a sparsity parameter. Notably, our empirical findings demonstrate that we can effectively prune up to 80\% of the context without significant performance degradation on downstream tasks, offering a valuable tool for mitigating inference costs. Our reference implementation achieves up to $2\times$ increase in inference throughput and even greater memory savings.","['Transformers', 'Context-pruning', 'Efficient Transformer']",[],"['Sotiris Anagnostidis', 'Dario Pavllo', 'Luca Biggio', 'Lorenzo Noci', 'Aurelien Lucchi', 'Thomas Hofmann']","['ETH Zurich', 'ETHZ - ETH Zurich', 'EPFL - EPF Lausanne', 'ETHZ - ETH Zurich', 'University of Basel', 'Swiss Federal Institute of Technology']","[None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71029,Transparency & Explainability,SwiFT: Swin 4D fMRI Transformer,"Modeling spatiotemporal brain dynamics from high-dimensional data, such as functional Magnetic Resonance Imaging (fMRI), is a formidable task in neuroscience. Existing approaches for fMRI analysis utilize hand-crafted features, but the process of feature extraction risks losing essential information in fMRI scans. To address this challenge, we present SwiFT (Swin 4D fMRI Transformer), a Swin Transformer architecture that can learn brain dynamics directly from fMRI volumes in a memory and computation-efficient manner. SwiFT achieves this by implementing a 4D window multi-head self-attention mechanism and absolute positional embeddings. We evaluate SwiFT using multiple large-scale resting-state fMRI datasets, including the Human Connectome Project (HCP), Adolescent Brain Cognitive Development (ABCD), and UK Biobank (UKB) datasets, to predict sex, age, and cognitive intelligence. Our experimental outcomes reveal that SwiFT consistently outperforms recent state-of-the-art models. Furthermore, by leveraging its end-to-end learning capability, we show that contrastive loss-based self-supervised pre-training of SwiFT can enhance performance on downstream tasks. Additionally, we employ an explainable AI method to identify the brain regions associated with sex classification. To our knowledge, SwiFT is the first Swin Transformer architecture to process dimensional spatiotemporal brain functional data in an end-to-end fashion. Our work holds substantial potential in facilitating scalable learning of functional brain imaging in neuroscience research by reducing the hurdles associated with applying Transformer models to high-dimensional fMRI.","['fMRI', 'Swin Transformer', '4D', 'neuroscience']",[],"['Peter Yongho Kim', 'Junbeom Kwon', 'Sunghwan Joo', 'Sangyoon Bae', 'Donggyu Lee', 'Yoonho Jung', 'Shinjae Yoo', 'Jiook Cha', 'Taesup Moon']","['Seoul National University', 'Seoul National University', 'Sung Kyun Kwan University', 'Seoul National University', 'Sungkyunkwan University', 'Seoul National University', 'Brookhaven National Lab', 'Seoul National University', 'Seoul National University']","[None, None, None, None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/74164,Transparency & Explainability,[Re] Hierarchical Shrinkage: Improving the Accuracy and Interpretability of Tree-Based Methods,"Scope of Reproducibility The paper presents a novel post-hoc regularization technique for tree-based models, called Hierarchical Shrinkage (Agarwal 2022). Our main goal is to confirm the claims that it substantially increases the predictive performance of both decision trees and random forests, that it is faster than other regularization techniques, and that it makes the interpretation of random forests simpler. Methodology In our reproduction, we used the Hierarchical Shrinkage, provided by the authors in the Python package imodels. We also used their function for obtaining pre-cleaned data sets. While the algorithm code and clean datasets were provided we re-implemented the experiments as well as added additional experiments to further test the validity of the claims. The results were tested by applying Hierarchical Shrinkage to different tree models and comparing them to the authors' results. Results We managed to reproduce most of the results the authors get. The method works well and most of the claims are supported. The method does increase the predictive performance of tree-based models most of the time, but not always. When compared to other regularization techniques the Hierarchical Shrinkage outperforms them when used on decision trees, but not when used on random forests. Since the method is applied after learning, it is extremely fast. And it does simplify decision boundaries for random forests, making them easier to interpret. What was easy The use of the official code for Hierarchical Shrinkage was straightforward and used the same function naming convention as other machine learning libraries. The function for acquiring already clean data sets saved a lot of time. What was difficult The authors also provided the code for their experiments in a separate library, but the code did not run out of the box and we had no success reproducing the results with it. The code was inconsistent with the paper methodology. We had the most problems with hyperparameter tuning. The authors did not specify how they tuned the hyperparameters for the used RF regularizers. Communication with original authors We did not contact the authors of the original paper","['rescience c', 'machine learning', 'decision tree', 'random forest', 'post-hoc regularization', 'Python']",[],"['Domen Mohorčič', 'David Ocepek']","['University of Ljubljana', 'University of Ljubljana']","[None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/73597,Transparency & Explainability,Ethical Considerations for Responsible Data Curation,"Human-centric computer vision (HCCV) data curation practices often neglect privacy and bias concerns, leading to dataset retractions and unfair models. HCCV datasets constructed through nonconsensual web scraping lack crucial metadata for comprehensive fairness and robustness evaluations. Current remedies are post hoc, lack persuasive justification for adoption, or fail to provide proper contextualization for appropriate application. Our research focuses on proactive, domain-specific recommendations, covering purpose, privacy and consent, and diversity, for curating HCCV evaluation datasets, addressing privacy and bias concerns. We adopt an ante hoc reflective perspective, drawing from current practices, guidelines, dataset withdrawals, and audits, to inform our considerations and recommendations.","['human-centric', 'datasets', 'computer vision', 'fairness', 'algorithmic bias', 'robustness', 'responsible AI']",[],"['Jerone Andrews', 'Dora Zhao', 'William Thong', 'Orestis Papakyriakopoulos']","['Sony AI', 'Stanford University', 'Sony AI', 'Sony AI']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/73694,Transparency & Explainability,Into the LAION’s Den: Investigating Hate in Multimodal Datasets,"`Scale the model, scale the data, scale the compute' is the reigning sentiment in the world of generative AI today. While the impact of model scaling has been extensively studied, we are only beginning to scratch the surface of data scaling and its consequences. This is especially of critical importance in the context of vision-language datasets such as LAION. These datasets are continually growing in size and are built based on large-scale internet dumps such as the Common Crawl, which is known to have numerous drawbacks ranging from quality, legality, and content. The datasets then serve as the backbone for large generative models, contributing to the operationalization and perpetuation of harmful societal and historical biases and stereotypes. In this paper, we investigate the effect of scaling datasets on hateful content through a comparative audit of two datasets: LAION-400M and LAION-2B. Our results show that hate content increased by nearly **12%** with dataset scale, measured both qualitatively and quantitatively using a metric that we term as Hate Content Rate (HCR). We also found that filtering dataset contents based on Not Safe For Work (NSFW) values calculated based on images alone does not exclude all the harmful content in alt-text. Instead, we found that trace amounts of hateful, targeted, and aggressive text remain even when carrying out conservative filtering. We end with a reflection and a discussion of the significance of our results for dataset curation and usage in the AI community. Code and the meta-data assets curated in this paper are publicly available at https://github.com/vinayprabhu/hate_scaling. Content warning: This paper contains examples of hateful text that might be disturbing, distressing, and/or offensive.","['multimodal datasets', 'dataset audit', 'hate speech detection', 'toxic content detection']",[],[],[],[],,,,,,,
https://nips.cc/virtual/2023/poster/70858,Transparency & Explainability,Labeling Neural Representations with Inverse Recognition,"Deep Neural Networks (DNNs) demonstrate remarkable capabilities in learning complex hierarchical data representations, but the nature of these representations remains largely unknown. Existing global explainability methods, such as Network Dissection, face limitations such as reliance on segmentation masks, lack of statistical significance testing, and high computational demands. We propose Inverse Recognition (INVERT), a scalable approach for connecting learned representations with human-understandable concepts by leveraging their capacity to discriminate between these concepts. In contrast to prior work, INVERT is capable of handling diverse types of neurons, exhibits less computational complexity, and does not rely on the availability of segmentation masks. Moreover, INVERT provides an interpretable metric assessing the alignment between the representation and its corresponding explanation and delivering a measure of statistical significance. We demonstrate the applicability of INVERT in various scenarios, including the identification of representations affected by spurious correlations, and the interpretation of the hierarchical structure of decision-making within the models.","['Explainable AI', 'Mechanistic Interpretability', 'Machine Learning', 'Deep Neural Networks']",[],"['Kirill Bykov', 'Laura Kopf', 'Shinichi Nakajima', 'Marius Kloft', 'Marina MC Höhne']","['Leibniz-Institut für Agrartechnik und Bioökonomie e.V. (ATB)', 'Universität Potsdam', 'TU Berlin', 'RPTU Kaiserslautern-Landau', 'Universität Potsdam']","[None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/69867,Transparency & Explainability,Enhancing Adversarial Contrastive Learning via Adversarial Invariant Regularization,"Adversarial contrastive learning (ACL) is a technique that enhances standard contrastive learning (SCL) by incorporating adversarial data to learn a robust representation that can withstand adversarial attacks and common corruptions without requiring costly annotations. To improve transferability, the existing work introduced the standard invariant regularization (SIR) to impose style-independence property to SCL, which can exempt the impact of nuisance style factors in the standard representation. However, it is unclear how the style-independence property benefits ACL-learned robust representations. In this paper, we leverage the technique of causal reasoning to interpret the ACL and propose adversarial invariant regularization (AIR) to enforce independence from style factors. We regulate the ACL using both SIR and AIR to output the robust representation. Theoretically, we show that AIR implicitly encourages the representational distance between different views of natural data and their adversarial variants to be independent of style factors. Empirically, our experimental results show that invariant regularization significantly improves the performance of state-of-the-art ACL methods in terms of both standard generalization and robustness on downstream tasks. To the best of our knowledge, we are the first to apply causal reasoning to interpret ACL and develop AIR for enhancing ACL-learned robust representations. Our source code is at https://github.com/GodXuxilie/Enhancing_ACL_via_AIR.","['robust pre-training', 'adversarial contrastive learning']",[],"['Xilie Xu', 'Jingfeng Zhang', 'Feng Liu', 'Masashi Sugiyama', 'Mohan Kankanhalli']","['National University of', 'RIKEN', 'University of Melbourne', 'RIKEN', 'National University of']","['Singapore', None, None, None, 'Singapore']",,,,,,,
